keggEntryID	geneSymbol	pathwayEntry	pathwayName	pathwayClass	type
23409	SIRT4	hsa00760	Nicotinate and nicotinamide metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
23408	SIRT5	hsa00760	Nicotinate and nicotinamide metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
51548	SIRT6	hsa00760	Nicotinate and nicotinamide metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
51547	SIRT7	hsa00760	Nicotinate and nicotinamide metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
65220	NADK	hsa00760	Nicotinate and nicotinamide metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
133686	NADK2	hsa00760	Nicotinate and nicotinamide metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
23530	NNT	hsa00760	Nicotinate and nicotinamide metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
4837	NNMT	hsa00760	Nicotinate and nicotinamide metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
316	AOX1	hsa00760	Nicotinate and nicotinamide metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
53354	PANK1	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
79646	PANK3	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
80025	PANK2	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
79717	PPCS	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
60490	PPCDC	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
5167	ENPP1	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
5169	ENPP3	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
80347	COASY	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
60496	AASDHPPT	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
8876	VNN1	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
8875	VNN2	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
55350	VNN3	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
587	BCAT2	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
586	BCAT1	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
1806	DPYD	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
1807	DPYS	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
51733	UPB1	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
339896	GADL1	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
217	ALDH2	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
224	ALDH3A2	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
219	ALDH1B1	hsa00770	Pantothenate and CoA biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
54995	OXSM	hsa00780	Biotin metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
3141	HLCS	hsa00780	Biotin metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
686	BTD	hsa00780	Biotin metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
387787	LIPT2	hsa00785	Lipoic acid metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
11019	LIAS	hsa00785	Lipoic acid metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
51601	LIPT1	hsa00785	Lipoic acid metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
116285	ACSM1	hsa00785	Lipoic acid metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
2643	GCH1	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
249	ALPL	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
248	ALPI	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
250	ALPP	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
251	ALPG	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
1719	DHFR	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
200895	DHFR2	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
2356	FPGS	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
8836	GGH	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
5805	PTS	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
6697	SPR	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
231	AKR1B1	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
57016	AKR1B10	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
873	CBR1	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
8644	AKR1C3	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
5860	QDPR	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
84105	PCBD2	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
5092	PCBD1	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
5053	PAH	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
7054	TH	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
121278	TPH2	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
7166	TPH1	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
4337	MOCS1	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
4338	MOCS2	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
10243	GPHN	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
55034	MOCOS	hsa00790	Folate biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
1719	DHFR	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
200895	DHFR2	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
25902	MTHFD1L	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
4522	MTHFD1	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
10797	MTHFD2	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
441024	MTHFD2L	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
6472	SHMT2	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
6470	SHMT1	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
2618	GART	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
471	ATIC	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
10841	FTCD	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
123263	MTFMT	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
275	AMT	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
4548	MTR	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
7298	TYMS	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
10840	ALDH1L1	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
160428	ALDH1L2	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
4524	MTHFR	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
10588	MTHFS	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
100528021	ST20-MTHFS	hsa00670	One carbon pool by folate	Metabolism; Metabolism of cofactors and vitamins	gene
53630	BCO1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
124	ADH1A	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
125	ADH1B	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
126	ADH1C	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
131	ADH7	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
127	ADH4	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
128	ADH5	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
130	ADH6	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
9249	DHRS3	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
10901	DHRS4	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
728635	DHRS4L1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
317749	DHRS4L2	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
10170	DHRS9	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
50700	RDH8	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
157506	RDH10	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
51109	RDH11	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
145226	RDH12	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
8608	RDH16	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
195814	SDR16C5	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
8630	HSD17B6	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
9227	LRAT	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
8694	DGAT1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
158835	AWAT2	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
8228	PNPLA4	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
6121	RPE65	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
5959	RDH5	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
316	AOX1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
8854	ALDH1A2	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
216	ALDH1A1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
220	ALDH1A3	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1592	CYP26A1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
56603	CYP26B1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
340665	CYP26C1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1543	CYP1A1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1544	CYP1A2	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1548	CYP2A6	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1555	CYP2B6	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1558	CYP2C8	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1559	CYP2C9	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1562	CYP2C18	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
29785	CYP2S1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1576	CYP3A4	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1577	CYP3A5	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1551	CYP3A7	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
100861540	CYP3A7-CYP3A51P	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1579	CYP4A11	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
284541	CYP4A22	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
10941	UGT2A1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
79799	UGT2A3	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7367	UGT2B17	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
10720	UGT2B11	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54490	UGT2B28	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54578	UGT1A6	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54657	UGT1A4	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54658	UGT1A1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54659	UGT1A3	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7365	UGT2B10	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54600	UGT1A9	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7364	UGT2B7	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54575	UGT1A10	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54576	UGT1A8	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54579	UGT1A5	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7366	UGT2B15	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54577	UGT1A7	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7363	UGT2B4	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
574537	UGT2A2	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54884	RETSAT	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
339761	CYP27C1	hsa00830	Retinol metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
211	ALAS1	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
212	ALAS2	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
124454	EARS2	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
2058	EPRS1	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
210	ALAD	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
3145	HMBS	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7390	UROS	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7389	UROD	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1371	CPOX	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
5498	PPOX	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
2235	FECH	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1352	COX10	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1355	COX15	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
326625	MMAB	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
3162	HMOX1	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
3163	HMOX2	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
644	BLVRA	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
645	BLVRB	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
10941	UGT2A1	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
79799	UGT2A3	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7367	UGT2B17	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
10720	UGT2B11	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54490	UGT2B28	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54578	UGT1A6	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54657	UGT1A4	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54658	UGT1A1	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54659	UGT1A3	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7365	UGT2B10	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54600	UGT1A9	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7364	UGT2B7	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54575	UGT1A10	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54576	UGT1A8	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54579	UGT1A5	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7366	UGT2B15	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
54577	UGT1A7	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
7363	UGT2B4	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
574537	UGT2A2	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
2990	GUSB	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
3052	HCCS	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
1356	CP	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
9843	HEPH	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
2395	FXN	hsa00860	Porphyrin and chlorophyll metabolism	Metabolism; Metabolism of cofactors and vitamins	gene
6898	TAT	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
27235	COQ2	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
51805	COQ3	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
51004	COQ6	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
84274	COQ5	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
10229	COQ7	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
1728	NQO1	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
2677	GGCX	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
79001	VKORC1	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
154807	VKORC1L1	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
3242	HPD	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism; Metabolism of cofactors and vitamins	gene
39	ACAT2	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
38	ACAT1	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
3157	HMGCS1	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
3158	HMGCS2	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
3156	HMGCR	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
4598	MVK	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
10654	PMVK	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
4597	MVD	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
3422	IDI1	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
91734	IDI2	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
2224	FDPS	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
9453	GGPS1	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
23590	PDSS1	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
57107	PDSS2	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
79947	DHDDS	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
116150	NUS1	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
2339	FNTA	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
2342	FNTB	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
9986	RCE1	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
10269	ZMPSTE24	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
23463	ICMT	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
51449	PCYOX1	hsa00900	Terpenoid backbone biosynthesis	Metabolism; Metabolism of terpenoids and polyketides	gene
1544	CYP1A2	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	gene
10	NAT2	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	gene
9	NAT1	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	gene
1548	CYP2A6	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	gene
7498	XDH	hsa00232	Caffeine metabolism	Metabolism; Biosynthesis of other secondary metabolites	gene
3101	HK3	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	gene
3098	HK1	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	gene
3099	HK2	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	gene
80201	HKDC1	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	gene
2645	GCK	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism; Biosynthesis of other secondary metabolites	gene
1543	CYP1A1	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
1559	CYP2C9	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
1576	CYP3A4	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
1545	CYP1B1	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
221357	GSTA5	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2939	GSTA2	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2941	GSTA4	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
119391	GSTO2	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2948	GSTM4	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2953	GSTT2	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2952	GSTT1	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2947	GSTM3	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
4257	MGST1	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
4259	MGST3	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2944	GSTM1	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2949	GSTM5	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
4258	MGST2	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2938	GSTA1	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2946	GSTM2	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
2940	GSTA3	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
9446	GSTO1	hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism; Xenobiotics biodegradation and metabolism	gene
